Entry ID,Pairs of Acession Code(s)
7VVL,"[['P63092', 'P01270'], ['P01270', 'Q03431'], ['Q03431', 'P63092']]"
7VVM,"[['P63092', 'P01270'], ['P01270', 'Q03431'], ['Q03431', 'P63092']]"
7VVN,"[['P63092', 'P01270'], ['P01270', 'Q03431'], ['Q03431', 'P63092']]"
7VVO,"[['P63092', 'P01270'], ['P01270', 'Q03431'], ['Q03431', 'P63092']]"
7W0L,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
7W0M,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
7W40,"[['P50148', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P50148']]"
7W6A,"[['Q9UBL3', 'Q03164'], ['Q03164', 'Q15291'], ['Q15291', 'Q9UBL3']]"
7W77,"[['Q07699', 'O60939'], ['O60939', 'Q9NY46'], ['Q9NY46', 'Q07699']]"
7W7F,"[['Q07699', 'O60939'], ['O60939', 'Q9NY46'], ['Q9NY46', 'Q07699']]"
7W9K,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7W9L,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7W9M,"[['Q15858', 'O60939'], ['O60939', 'Q07699'], ['Q07699', 'Q15858']]"
7W9P,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7W9T,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7WHZ,"[['A0A5C2G4I7', 'A0A5C2GTV1'], ['A0A5C2GTV1', 'A0A5C2GVU3'], ['A0A5C2GVU3', 'A0A5C2G4I7']]"
7WIC,"[['P61278', 'P30874'], ['P30874', 'P63096'], ['P63096', 'P61278']]"
7WKJ,"[['A0A6M6CC39', 'P61769'], ['P61769', 'P0DTC9'], ['P0DTC9', 'A0A6M6CC39']]"
7WQ3,"[['P47211', 'P63096'], ['P63096', 'P22466'], ['P22466', 'P47211']]"
7WQ4,"[['O43603', 'P22466'], ['P22466', 'P63092'], ['P63092', 'O43603']]"
7WRQ,"[['P35858', 'P17936'], ['P17936', 'P05019'], ['P05019', 'P35858']]"
7WSO,"[['A0A0A0MS08', 'P11912'], ['P11912', 'P40259'], ['P40259', 'A0A0A0MS08']]"
7WSP,"[['P11912', 'P40259'], ['P40259', 'P01871'], ['P01871', 'P11912']]"
7WUQ,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7WXU,"[['P62873', 'P59768'], ['P59768', 'Q5T601'], ['Q5T601', 'P62873']]"
7WXW,"[['Q5T601', 'P59768'], ['P59768', 'P62873'], ['P62873', 'Q5T601']]"
7WY0,"[['P62873', 'P59768'], ['P59768', 'Q5T601'], ['Q5T601', 'P62873']]"
7WYB,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
7WZ7,"[['P62873', 'P59768'], ['P59768', 'Q5T601'], ['Q5T601', 'P62873']]"
7X5H,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
7XAT,"[['P30874', 'P63096'], ['P63096', 'P61278'], ['P61278', 'P30874']]"
7XD0,"[['P62805', 'P04908'], ['P04908', 'Q71DI3'], ['Q71DI3', 'P62805']]"
7XKF,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XLQ,"[['P54289', 'Q15878'], ['Q15878', 'Q02641'], ['Q02641', 'P54289']]"
7XM9,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7XMF,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7XMG,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7XP4,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XP5,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XP6,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XT6,"[['P11912', 'P01871'], ['P01871', 'P40259'], ['P40259', 'P11912']]"
7XUR,"[['Q5SXM2', 'Q92966'], ['Q92966', 'Q16533'], ['Q16533', 'Q5SXM2']]"
7XV3,"[['Q9BXC1', 'P59768'], ['P59768', 'P62873'], ['P62873', 'Q9BXC1']]"
7XVE,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7XVF,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
7XXH,"[['P47900', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P47900']]"
7XY6,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XY7,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XZ5,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7XZ6,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7Y1T,"[['P06756', 'P26012'], ['P26012', 'P01137'], ['P01137', 'P06756']]"
7Y26,"[['P62873', 'P30874'], ['P30874', 'P59768'], ['P59768', 'P62873']]"
7Y36,"[['Q03431', 'P01270'], ['P01270', 'P63092-2'], ['P63092-2', 'Q03431']]"
7Y5K,"[['Q13111', 'Q09028'], ['Q09028', 'Q13112'], ['Q13112', 'Q13111']]"
7Y5L,"[['Q13111', 'Q13112'], ['Q13112', 'Q09028'], ['Q09028', 'Q13111']]"
7Y5O,"[['Q13111', 'Q13112'], ['Q13112', 'Q09028'], ['Q09028', 'Q13111']]"
7Y7I,"[['P62805', 'P04908'], ['P04908', 'P06899'], ['P06899', 'P62805']]"
7Y89,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
7YDH,"[['P62873', 'P59768'], ['P59768', 'P48960'], ['P48960', 'P62873']]"
7YDJ,"[['P62873', 'P59768'], ['P59768', 'P48960'], ['P48960', 'P62873']]"
7YDM,"[['P62873', 'P59768'], ['P59768', 'P48960'], ['P48960', 'P62873']]"
7YDP,"[['P48960', 'P59768'], ['P59768', 'P62873'], ['P62873', 'P48960']]"
7YFC,"[['P59768', 'Q9H3N8'], ['Q9H3N8', 'P62873'], ['P62873', 'P59768']]"
7YFD,"[['P62873', 'Q9H3N8'], ['Q9H3N8', 'P59768'], ['P59768', 'P62873']]"
7YK6,"[['P04899', 'Q8TDU9'], ['Q8TDU9', 'P62873'], ['P62873', 'P04899']]"
7YK7,"[['P04899', 'Q8TDU9'], ['Q8TDU9', 'P62873'], ['P62873', 'P04899']]"
7YP7,"[['P63092', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63092']]"
7YQ3,"[['P01308', 'F8WCM5'], ['F8WCM5', 'P06213'], ['P06213', 'P01308']]"
7YQ4,"[['P06213', 'F8WCM5'], ['F8WCM5', 'P01308'], ['P01308', 'P06213']]"
7YQ5,"[['P01308', 'F8WCM5'], ['F8WCM5', 'P06213'], ['P06213', 'P01308']]"
7YSH,"[['Q9UEF7', 'Q9GZV9'], ['Q9GZV9', 'P11362'], ['P11362', 'Q9UEF7']]"
7YSU,"[['Q9UEF7', 'P22607'], ['P22607', 'Q9GZV9'], ['Q9GZV9', 'Q9UEF7']]"
7YSW,"[['P22455', 'Q9UEF7'], ['Q9UEF7', 'Q9GZV9'], ['Q9GZV9', 'P22455']]"
7YTC,"[['P01871', 'P01591'], ['P01591', 'O60667'], ['O60667', 'P01871']]"
7YTD,"[['P01871', 'P01591'], ['P01591', 'O60667'], ['O60667', 'P01871']]"
7YX9,"[['P01903', 'A0A4E9DJJ3'], ['A0A4E9DJJ3', 'P04233'], ['P04233', 'P01903']]"
7YXB,"[['P01903', 'A0A1V1IGJ9'], ['A0A1V1IGJ9', 'P04233'], ['P04233', 'P01903']]"
7Z0Q,"[['P01903', 'D7RIG5'], ['D7RIG5', 'P04233'], ['P04233', 'P01903']]"
7Z37,"[['P08238', 'P04049'], ['P04049', 'Q16543'], ['Q16543', 'P08238']]"
7Z38,"[['P08238', 'P04049'], ['P04049', 'Q16543'], ['Q16543', 'P08238']]"
7Z6S,"[['P68363', 'Q13509'], ['Q13509', 'Q68EN5'], ['Q68EN5', 'P68363']]"
7Z87,"[['P78527', 'P12956'], ['P12956', 'P13010'], ['P13010', 'P78527']]"
7Z88,"[['P78527', 'P12956'], ['P12956', 'P13010'], ['P13010', 'P78527']]"
7Z8I,"[['Q14204', 'Q13409'], ['Q13409', 'O43237'], ['O43237', 'Q14204']]"
7Z8J,"[['Q14204', 'Q13409'], ['Q13409', 'O43237'], ['O43237', 'Q14204']]"
7Z8K,"[['Q14204', 'O43237'], ['O43237', 'Q13409'], ['Q13409', 'Q14204']]"
7Z8R,"[['Q13616', 'Q86VP6'], ['Q86VP6', 'P62877'], ['P62877', 'Q13616']]"
7ZAN,"[['Q16552', 'Q96F46'], ['Q96F46', 'Q8NAC3'], ['Q8NAC3', 'Q16552']]"
7ZEZ,"[['Q9UNP9', 'Q03164'], ['Q03164', 'Q6NXT2'], ['Q6NXT2', 'Q9UNP9']]"
7ZF1,"[['Q9NVI1', 'Q9BXW9'], ['Q9BXW9', 'P62987'], ['P62987', 'Q9NVI1']]"
7ZJ3,"[['Q9C040', 'P51668'], ['P51668', 'P0CG48'], ['P0CG48', 'Q9C040']]"
7ZJS,"[['Q8N3U4', 'O60216'], ['O60216', 'Q5FBB7'], ['Q5FBB7', 'Q8N3U4']]"
7ZJW,"[['P57772', '436409'], ['436409', 'Q96T21'], ['Q96T21', 'P57772']]"
7ZLM,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZLN,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZLO,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZLP,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZLR,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZLS,"[['O14508', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'O14508']]"
7ZR0,"[['P08238', 'Q16543'], ['Q16543', 'P15056'], ['P15056', 'P08238']]"
7ZUB,"[['P08238', 'O00170'], ['O00170', 'P35869'], ['P35869', 'P08238']]"
7ZWA,"[['P12956', 'P13010'], ['P13010', 'Q9BUH6'], ['Q9BUH6', 'P12956']]"
8ACT,"[['P12883', 'P08590'], ['P08590', 'P10916'], ['P10916', 'P12883']]"
8AFZ,"[['Q13596', 'Q9Y5X3'], ['Q9Y5X3', 'P11717'], ['P11717', 'Q13596']]"
8AJM,"[['Q16531', 'Q5T6F0'], ['Q5T6F0', 'P48643'], ['P48643', 'Q16531']]"
8AJO,"[['Q16531', 'Q5T6F0'], ['Q5T6F0', 'P48643'], ['P48643', 'Q16531']]"
8ASC,"[['P12956', 'P13010'], ['P13010', 'Q9BUH6'], ['Q9BUH6', 'P12956']]"
8BBF,"[['Q8NEZ3', 'Q96RY7'], ['Q96RY7', 'Q9HBG6'], ['Q9HBG6', 'Q8NEZ3']]"
8BDI,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BDJ,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BDL,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BDM,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BDN,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BDO,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8BFI,"[['A5YKK6', 'Q9H9A5'], ['Q9H9A5', 'Q9UKZ1'], ['Q9UKZ1', 'A5YKK6']]"
8BGU,"[['Q00987', 'P46777'], ['P46777', 'P62913'], ['P62913', 'Q00987']]"
8BPB,"[['O75182', 'Q92769'], ['Q92769', 'Q96QT6'], ['Q96QT6', 'O75182']]"
8BPC,"[['O75182', 'Q92769'], ['Q92769', 'Q96QT6'], ['Q96QT6', 'O75182']]"
8BPF,"[['P01871', 'O60667'], ['O60667', 'P01591'], ['P01591', 'P01871']]"
8BPO,"[['Q9BY12', 'Q8N0Z6'], ['Q8N0Z6', 'P07437'], ['P07437', 'Q9BY12']]"
8BU1,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU2,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU3,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU4,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU5,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU6,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU7,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BU9,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUA,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUB,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUC,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUD,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUE,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUF,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUG,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUH,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUI,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUJ,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUK,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUL,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUM,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUN,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUP,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUQ,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUR,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUS,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BUT,"[['Q16531', 'Q9NYV4'], ['Q9NYV4', 'O75909'], ['O75909', 'Q16531']]"
8BZO,"[['P24941', 'P20248'], ['P20248', 'O43806'], ['O43806', 'P24941']]"
8C13,"[['Q15370', 'P40337'], ['P40337', 'Q15369'], ['Q15369', 'Q15370']]"
8C1C,"[['P01854', 'P01834'], ['P01834', 'P12319'], ['P12319', 'P01854']]"
8CLI,"[['Q12789', 'Q9UKN8'], ['Q9UKN8', 'Q8WUA4'], ['Q8WUA4', 'Q12789']]"
8CLJ,"[['Q12789', 'Q9UKN8'], ['Q9UKN8', 'Q8WUA4'], ['Q8WUA4', 'Q12789']]"
8CLL,"[['Q12789', 'Q9UKN8'], ['Q9UKN8', 'Q8WUA4'], ['Q8WUA4', 'Q12789']]"
8CQE,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8CQK,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8CQL,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8D3U,"[['P13637', 'P05026'], ['P05026', 'Q9H0Q3'], ['Q9H0Q3', 'P13637']]"
8D3V,"[['P13637', 'P05026'], ['P05026', 'Q9H0Q3'], ['Q9H0Q3', 'P13637']]"
8D3W,"[['P13637', 'P05026'], ['P05026', 'Q9H0Q3'], ['Q9H0Q3', 'P13637']]"
8D3X,"[['P05026', 'Q9H0Q3'], ['Q9H0Q3', 'P13637'], ['P13637', 'P05026']]"
8D3Y,"[['P13637', 'P05026'], ['P05026', 'Q9H0Q3'], ['Q9H0Q3', 'P13637']]"
8D6A,"[['P40189', 'P42702'], ['P42702', 'P15018'], ['P15018', 'P40189']]"
8D7H,"[['P26992', 'Q9UBD9'], ['Q9UBD9', 'O75462'], ['O75462', 'P26992']]"
8D7Z,"[['Q16531', 'Q96SW2'], ['Q96SW2', 'Q13422'], ['Q13422', 'Q16531']]"
8D80,"[['Q96SW2', 'Q16531'], ['Q16531', 'Q13422'], ['Q13422', 'Q96SW2']]"
8D82,"[['P40189', 'P08887'], ['P08887', 'P05231'], ['P05231', 'P40189']]"
8DD2,"[['P47870', 'P14867'], ['P14867', 'P18507'], ['P18507', 'P47870']]"
8DD3,"[['P47870', 'P14867'], ['P14867', 'P18507'], ['P18507', 'P47870']]"
8DEY,"[['Q96SW2', 'Q16531'], ['Q16531', 'Q9UKS7'], ['Q9UKS7', 'Q96SW2']]"
8DGS,"[['P15056', 'Q02750'], ['Q02750', 'A0A6P5IP77'], ['A0A6P5IP77', 'P15056']]"
8DGT,"[['P15056', 'Q02750'], ['Q02750', 'A0A6P5IP77'], ['A0A6P5IP77', 'P15056']]"
8DMK,"[['P19137', 'P07942'], ['P07942', 'P11047'], ['P11047', 'P19137']]"
8DNV,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DNW,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DNX,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DNY,"[['P61619', 'P60059'], ['P60059', 'P60468'], ['P60468', 'P61619']]"
8DNZ,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DO0,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DO1,"[['P61619', 'P60059'], ['P60059', 'P60468'], ['P60468', 'P61619']]"
8DO2,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DO3,"[['P60059', 'P60468'], ['P60468', 'P61619'], ['P61619', 'P60059']]"
8DP5,"[['Q6ZS72', 'P31946'], ['P31946', 'P62258'], ['P62258', 'Q6ZS72']]"
8DPF,"[['P28335', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P28335']]"
8DPG,"[['P28335', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P28335']]"
8DPH,"[['P28335', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P28335']]"
8DPI,"[['P28335', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P28335']]"
8DU4,"[['P61964', 'Q15291'], ['Q15291', 'P0CG47'], ['P0CG47', 'P61964']]"
8DWC,"[['P62873', 'P59768'], ['P59768', 'Q96LB2'], ['Q96LB2', 'P62873']]"
8DWG,"[['P62873', 'P59768'], ['P59768', 'Q96LB2'], ['Q96LB2', 'P62873']]"
8DWH,"[['P62873', 'P59768'], ['P59768', 'Q96LB2'], ['Q96LB2', 'P62873']]"
8DZR,"[['P41145', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P41145']]"
8E3I,"[['Q10570', 'O95639'], ['O95639', 'Q9C0J8'], ['Q9C0J8', 'Q10570']]"
8E3Q,"[['Q10570', 'O95639'], ['O95639', 'Q9C0J8'], ['Q9C0J8', 'Q10570']]"
8.00E+59,"[['P54284', 'Q01668'], ['Q01668', 'P54289'], ['P54289', 'P54284']]"
8E5A,"[['Q01668', 'P54289'], ['P54289', 'P54284'], ['P54284', 'Q01668']]"
8E5B,"[['Q01668', 'P54289'], ['P54289', 'P54284'], ['P54284', 'Q01668']]"
8.00E+99,"[['Q05586', 'Q12879'], ['Q12879', 'Q14957'], ['Q14957', 'Q05586']]"
8E9W,"[['P62873', 'P59768'], ['P59768', 'P20309'], ['P20309', 'P62873']]"
8E9Y,"[['P20309', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P20309']]"
8E9Z,"[['P20309', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P20309']]"
8EAZ,"[['Q9BYM8', 'P68036'], ['P68036', 'P0CG48'], ['P0CG48', 'Q9BYM8']]"
8EB0,"[['Q9NWF9', 'P68036'], ['P68036', 'P0CG48'], ['P0CG48', 'Q9NWF9']]"
8EBN,"[['Q9Y2U9', 'Q15370'], ['Q15370', 'Q15369'], ['Q15369', 'Q9Y2U9']]"
8EFL,"[['P35372', 'P63096'], ['P63096', 'P59768'], ['P59768', 'P35372']]"
8EI3,"[['Q15370', 'Q15369'], ['Q15369', 'P40337'], ['P40337', 'Q15370']]"
8EJC,"[['P59768', 'P62873'], ['P62873', 'O14842'], ['O14842', 'P59768']]"
8EJK,"[['P62873', 'P59768'], ['P59768', 'O14842'], ['O14842', 'P62873']]"
8EMW,"[['Q01970', 'P62873'], ['P62873', 'P59768'], ['P59768', 'Q01970']]"
8EMX,"[['Q01970', 'P62873'], ['P62873', 'P59768'], ['P59768', 'Q01970']]"
8ENT,"[['P31785', 'Q9HBE4'], ['Q9HBE4', 'Q9HBE5'], ['Q9HBE5', 'P31785']]"
8EOK,"[['P01024', 'P00751'], ['P00751', 'P00742'], ['P00742', 'P01024']]"
8EPL,"[['Q15878', 'P54284'], ['P54284', 'P54289'], ['P54289', 'Q15878']]"
8F7Q,"[['P35372', 'P01189'], ['P01189', 'P63096'], ['P63096', 'P35372']]"
8F7W,"[['P01213', 'P41145'], ['P41145', 'P63096'], ['P63096', 'P01213']]"
8F7X,"[['P41146', 'Q13519'], ['Q13519', 'P63096'], ['P63096', 'P41146']]"
8FEC,"[['P25685', ' P17612'], [' P17612', 'P61925'], ['P61925', 'P25685']]"
8FFV,"[['P07900', 'P04150'], ['P04150', 'Q02790'], ['Q02790', 'P07900']]"
8FFW,"[['P07900', 'P04150'], ['P04150', 'Q13451'], ['Q13451', 'P07900']]"
8FW5,"[['O75140', 'Q8WTW4'], ['Q8WTW4', 'Q12980'], ['Q12980', 'O75140']]"
8FX5,"[['P08173', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P08173']]"
8FY3,"[['A5YKK6', 'Q9H9A5'], ['Q9H9A5', 'B3KNB0'], ['B3KNB0', 'A5YKK6']]"
8G0L,"[['P61599', 'Q14CX7'], ['Q14CX7', 'P37840'], ['P37840', 'P61599']]"
8G1A,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
8G1U,"[['O14744', 'Q9BQA1'], ['Q9BQA1', 'P83369'], ['P83369', 'O14744']]"
8G2Y,"[['P62873', 'P59768'], ['P59768', 'Q5T601'], ['Q5T601', 'P62873']]"
8G57,"[['Q8N6T7', 'P04908'], ['P04908', 'P06899'], ['P06899', 'Q8N6T7']]"
8GQ6,"[['Q8IY47', 'P62877'], ['P62877', 'Q13618'], ['Q13618', 'Q8IY47']]"
8GS5,"[['P50213', 'P51553'], ['P51553', 'O43837'], ['O43837', 'P50213']]"
8GUY,"[['P06213', 'P01308'], ['P01308', 'F8WCM5'], ['F8WCM5', 'P06213']]"
8GZ1,"[['Q07699', 'Q9UQD0'], ['Q9UQD0', 'O60939'], ['O60939', 'Q07699']]"
8GZ2,"[['Q9UQD0', 'O60939'], ['O60939', 'Q07699'], ['Q07699', 'Q9UQD0']]"
8H0P,"[['P28336', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P28336']]"
8H0Q,"[['P30550', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P30550']]"
8H33,"[['Q8IY47', 'P62877'], ['P62877', 'Q13618'], ['Q13618', 'Q8IY47']]"
8H34,"[['Q13618', 'Q8IY47'], ['Q8IY47', 'P62877'], ['P62877', 'Q13618']]"
8H35,"[['Q13618', 'Q8IY47'], ['Q8IY47', 'P62877'], ['P62877', 'Q13618']]"
8H3Q,"[['Q86VP6', 'Q13618'], ['Q13618', 'P62877'], ['P62877', 'Q86VP6']]"
8H3R,"[['P62877', 'Q13618'], ['Q13618', 'Q8IY47'], ['Q8IY47', 'P62877']]"
8H4I,"[['P62873', 'P59768'], ['P59768', 'Q5NUL3'], ['Q5NUL3', 'P62873']]"
8H4K,"[['P62873', 'P59768'], ['P59768', 'Q5NUL3'], ['Q5NUL3', 'P62873']]"
8H4L,"[['P62873', 'P59768'], ['P59768', 'Q5NUL3'], ['Q5NUL3', 'P62873']]"
8H9G,"[['P24539', 'P18859'], ['P18859', 'O75947'], ['O75947', 'P24539']]"
8H9K,"[['O75947', 'P24539'], ['P24539', 'P18859'], ['P18859', 'O75947']]"
8H9N,"[['P24539', 'P18859'], ['P18859', 'O75947'], ['O75947', 'P24539']]"
8H9R,"[['P24539', 'P18859'], ['P18859', 'O75947'], ['O75947', 'P24539']]"
8HE5,"[['P62805', 'P04908'], ['P04908', 'P06899'], ['P06899', 'P62805']]"
8HGO,"[['P04626', 'P00533'], ['P00533', 'P01133'], ['P01133', 'P04626']]"
8HGP,"[['P04626', 'P00533'], ['P00533', 'O14944'], ['O14944', 'P04626']]"
8HK2,"[['P63096', 'P01024'], ['P01024', 'Q16581'], ['Q16581', 'P63096']]"
8HK5,"[['P21730', 'P01031'], ['P01031', 'P63096'], ['P63096', 'P21730']]"
8HPT,"[['P09471', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P09471']]"
8HQE,"[['P62873', 'P59768'], ['P59768', 'P63096'], ['P63096', 'P62873']]"
8HQM,"[['P62873', 'P59768'], ['P59768', 'P63096'], ['P63096', 'P62873']]"
8HQN,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
8HS3,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
8HSC,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
8HVI,"[['P63096', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P63096']]"
8I17,"[['P04908', 'P06899'], ['P06899', 'Q9Y5B9'], ['Q9Y5B9', 'P04908']]"
8I5B,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
8I5E,"[['U5YJJ6', 'P61769'], ['P61769', 'P01116'], ['P01116', 'U5YJJ6']]"
8I5G,"[['Q07699', 'O60939'], ['O60939', 'Q15858'], ['Q15858', 'Q07699']]"
8I5X,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
8I5Y,"[['Q15858', 'Q07699'], ['Q07699', 'O60939'], ['O60939', 'Q15858']]"
8I9A,"[['P62873', 'P59768'], ['P59768', 'Q16581'], ['Q16581', 'P62873']]"
8IBV,"[['P12872', 'P62873'], ['P62873', 'P59768'], ['P59768', 'P12872']]"
